simpliedtexture(1),ph,n,p,k,o,ca,mg,cu,fe,zn,soilfertilitystatus,croprecommendation1,croprecommendation2,fertilizerrecommendation1,fertilizerrecommendation2
7,0.9233576561416488,0.06140465841517575,1.4427997614012043,0.4431411891259694,0.237037811266717,-0.28771869609050044,1.0323778079590942,1.57198708443455,0.37523405295712575,-1.2385886205324999,0,1,2,0,0
11,0.23492697122709202,-0.02129521823825954,-0.42564641065793285,0.4431411891259694,0.09636255235471886,0.3891216924885212,0.16701501838734784,0.5435362604669025,-1.6684007286550624,-1.0047602987404478,0,16,10,0,0
3,0.5791423136843704,-0.007511905462687015,0.5804399896816032,0.4431411891259694,0.659063588002712,-0.10312586284167649,1.0323778079590942,2.6004379084021974,1.0564456468278551,1.9765508041082167,0,1,2,0,0
14,-0.10928837123018637,-0.02129521823825954,0.8199843707148258,0.5487851471184925,1.503115141474702,0.4506526369047956,0.5996964131732208,-2.5418162114360405,1.0564456468278551,1.3335229191800737,1,8,3,0,1
3,0.06281929999845359,-0.02129521823825954,1.0116198755414032,0.4431411891259694,1.362439882562704,2.2350500249767618,0.8160371105661576,-3.5702670354036887,-1.1007244004294543,0.1643813102198127,0,8,3,0,1
3,0.23492697122709202,-0.02129521823825954,0.9637109993347589,0.4431411891259694,-0.3256632243812762,0.20452885923969694,0.16701501838734784,0.029310848483078158,-0.6465833378489694,0.8074091951479563,0,8,3,0,1
3,0.40703464245573195,-0.007511905462687015,-0.42564641065793285,-0.789371654120133,1.503115141474702,1.0659620810675425,0.8160371105661576,0.5435362604669025,-1.2142596660745775,-0.24481825291627857,0,8,3,0,1
14,-0.28139604245882477,-0.04886184378940466,-0.6172819154845103,0.4431411891259694,0.37771307017871547,-0.5338424737555992,0.8160371105661576,-0.484914563500745,-1.6684007286550624,-0.7124748965003826,1,16,10,0,0
3,-0.28139604245882477,-0.06264515656497718,-0.8328718584144112,0.4431411891259694,1.0810893647387072,-0.8414971958369727,-1.1310291659702716,0.5435362604669025,1.0564456468278551,-1.0632173791884607,1,16,10,0,0
3,0.23492697122709202,0.006271407312885546,-1.575459439617401,0.4431411891259694,0.09636255235471886,0.20452885923969694,-1.1310291659702716,-0.9991399754845693,0.8293751155376127,1.3335229191800737,0,5,6,0,1
3,0.40703464245573195,0.006271407312885546,-0.6172819154845103,0.4431411891259694,1.2217646236507056,-0.5338424737555992,0.8160371105661576,-2.5418162114360405,0.7158398498924915,0.1643813102198127,0,8,3,0,1
3,1.0954653273702872,0.06140465841517575,1.7781618948477165,-0.04986394817247148,1.362439882562704,0.942900192234993,-1.1310291659702716,0.5435362604669025,1.0564456468278551,0.8074091951479563,0,8,3,0,1
18,1.2675729985989272,0.06140465841517575,-0.42564641065793285,0.4431411891259694,0.7997388469147105,1.6197405808140148,-1.3473698633632079,0.5435362604669025,0.488769318602247,-0.24481825291627857,0,9,11,0,0
3,1.611788341056204,0.06140465841517575,1.2990731327812712,0.4431411891259694,0.09636255235471886,0.3891216924885212,-1.1310291659702716,-2.5418162114360405,1.1699809124729783,-1.0047602987404478,0,9,11,0,0
3,-0.10928837123018637,-0.02129521823825954,1.0595287517480485,0.4431411891259694,0.09636255235471886,-0.28771869609050044,0.8160371105661576,0.5435362604669025,-1.6684007286550624,-0.6540178160523693,1,16,10,0,0
11,0.5791423136843704,-0.02129521823825954,-1.144279553757601,-1.9866698447020605,-0.04431270655727959,0.3891216924885212,-1.1310291659702716,-0.9991399754845693,0.488769318602247,-1.2385886205324999,0,11,9,0,0
18,1.0954653273702872,0.06140465841517575,0.8439388088181475,0.4431411891259694,-0.18498796546927773,-0.16465680725795123,-1.1310291659702716,0.5435362604669025,0.488769318602247,-1.0047602987404478,0,11,9,0,0
7,1.0954653273702872,0.06140465841517575,-0.4735552868645772,0.4431411891259694,0.09636255235471886,0.4506526369047956,-1.3473698633632079,0.5435362604669025,-0.987189134784333,1.9765508041082167,0,11,9,0,0
3,0.9233576561416488,0.06140465841517575,0.7960299326115032,-0.789371654120133,1.362439882562704,1.0659620810675425,-1.1310291659702716,0.5435362604669025,1.0564456468278551,1.3335229191800737,0,5,6,0,1
14,1.0954653273702872,0.06140465841517575,0.9876654374380816,0.4431411891259694,1.6437904003867003,0.019936025990872987,1.0323778079590942,0.5435362604669025,0.488769318602247,0.1643813102198127,0,3,0,0,0
18,1.0954653273702872,0.06140465841517575,-0.42564641065793285,0.5839997997826669,1.2217646236507056,1.5582096363977398,-1.1310291659702716,0.5435362604669025,-1.6684007286550624,0.8074091951479563,0,11,9,0,0
5,-0.9698267273733815,-0.0902117821161223,-0.6172819154845103,0.4431411891259694,-0.3256632243812762,-0.779966251420698,-1.1310291659702716,0.5435362604669025,0.942910381182734,-0.24481825291627857,1,2,4,0,0
5,0.5791423136843704,-0.02129521823825954,-0.42564641065793285,0.4431411891259694,-0.18498796546927773,-0.2261877516742257,-1.3473698633632079,-0.9991399754845693,0.488769318602247,-0.7124748965003826,0,2,4,0,0
14,0.5791423136843704,0.006271407312885546,0.5564855515782805,0.4431411891259694,-0.18498796546927773,-0.10312586284167649,-1.1310291659702716,0.5435362604669025,0.7158398498924915,-0.6540178160523693,0,5,6,0,1
3,-0.9698267273733815,-0.0902117821161223,-1.3359150585841784,0.4431411891259694,0.237037811266717,-0.7184353070044234,-1.1310291659702716,0.5435362604669025,0.6023045842473702,-0.6540178160523693,1,14,7,0,0
14,0.7512499849130088,0.06140465841517575,1.0834831898513702,0.5487851471184925,0.9404141058267086,-0.5338424737555992,1.0323778079590942,0.5435362604669025,0.8293751155376127,-0.42018949426031754,0,14,7,0,0
8,0.7512499849130088,0.06140465841517575,0.7960299326115032,0.4431411891259694,-0.18498796546927773,1.1274930254838176,-1.1310291659702716,0.5435362604669025,0.488769318602247,0.28129547111583886,0,8,3,0,1
3,0.06281929999845359,-0.06264515656497718,-0.5933274773811885,0.7952877157677123,-0.18498796546927773,-0.2261877516742257,-1.1310291659702716,-0.9991399754845693,-0.7601186034940906,0.8658662755959691,0,8,3,0,1
17,-0.10928837123018637,-0.04886184378940466,0.6523033039915692,0.4431411891259694,0.09636255235471886,-0.16465680725795123,-1.1310291659702716,0.5435362604669025,1.0564456468278551,-0.24481825291627857,1,5,6,0,1
3,-1.14193439860202,-0.07642846934054974,-0.42564641065793285,0.7952877157677123,-1.1697147778532662,-0.4107805849230499,-1.3473698633632079,0.5435362604669025,0.488769318602247,-0.4786465747083304,2,6,5,0,0
12,-0.10928837123018637,-0.06264515656497718,0.8199843707148258,0.4431411891259694,-1.0290395189412678,-0.10312586284167649,-1.1310291659702716,0.5435362604669025,0.942910381182734,0.22283839066782601,1,6,5,0,0
3,-0.7977190561447416,-0.10399509489169484,-0.42564641065793285,0.4431411891259694,-0.18498796546927773,-0.5338424737555992,0.38335571578028405,0.5435362604669025,-1.6684007286550624,0.8074091951479563,1,16,10,0,0
3,-1.14193439860202,-0.0902117821161223,-0.42564641065793285,-2.7261775506497217,-0.6070137422052728,-0.5338424737555992,-1.1310291659702716,0.5435362604669025,0.488769318602247,0.573580873355904,2,16,10,0,0
3,-1.3140420698306583,-0.0902117821161223,-0.4496008487612546,-3.1135387299556396,-0.6070137422052728,-0.4723115293393245,1.0323778079590942,-0.9991399754845693,1.0564456468278551,2.5026645281403344,2,6,5,0,0
3,-0.7977190561447416,-0.0902117821161223,0.5804399896816032,0.4431411891259694,-0.4663384832932745,-0.9030281402532473,-1.1310291659702716,0.5435362604669025,-1.6684007286550624,-0.06944701157223909,1,6,5,0,0
14,-0.45350371368746323,-0.07642846934054974,0.5804399896816032,0.4431411891259694,-0.18498796546927773,-0.5338424737555992,-1.1310291659702716,0.5435362604669025,0.488769318602247,1.9765508041082167,1,6,5,0,0
16,-0.6256113849161031,-0.06264515656497718,0.7960299326115032,0.47835584179014373,-0.7476890011172712,-0.8414971958369727,0.38335571578028405,0.5435362604669025,1.0564456468278551,1.5673512409721249,1,2,4,0,0
3,-0.7977190561447416,-0.04886184378940466,0.5804399896816032,0.4431411891259694,-0.4663384832932745,-0.4723115293393245,-1.1310291659702716,0.5435362604669025,0.488769318602247,0.45666671245987783,1,16,10,0,0
14,-0.6256113849161031,-0.0902117821161223,0.5804399896816032,0.7952877157677123,-0.4663384832932745,-0.779966251420698,-1.1310291659702716,-0.9991399754845693,1.0564456468278551,-0.3032753333642914,1,3,0,0,0
3,-1.4861497410592983,-0.10399509489169484,0.5804399896816032,0.3727118837976206,-0.4663384832932745,-1.0876209735020714,1.0323778079590942,0.5435362604669025,1.0564456468278551,-0.7124748965003826,2,6,5,0,0
14,-1.14193439860202,-0.0902117821161223,-0.42564641065793285,-3.043109424627291,-0.4663384832932745,-1.0260900290857968,0.38335571578028405,0.5435362604669025,-1.6684007286550624,-0.7709319769483954,2,3,0,0,0
8,-0.7977190561447416,-0.06264515656497718,0.5804399896816032,0.4431411891259694,-0.6070137422052728,-1.0260900290857968,0.8160371105661576,0.5435362604669025,1.0564456468278551,-0.3617324138123042,1,14,7,0,0
3,0.40703464245573195,-0.02129521823825954,-0.42564641065793285,0.4431411891259694,-0.4663384832932745,0.5121835813210703,-0.0493256790055889,-0.9991399754845693,0.488769318602247,-0.18636117246826525,0,1,2,0,0
8,-0.10928837123018637,-0.0350785310138321,-0.42564641065793285,0.4431411891259694,-0.4663384832932745,0.08146697040714773,0.16701501838734784,0.5435362604669025,0.488769318602247,-1.3555027814285256,1,8,3,0,1
3,-0.6256113849161031,-0.04886184378940466,0.5804399896816032,0.4431411891259694,-0.4663384832932745,-0.5338424737555992,0.38335571578028405,0.5435362604669025,1.0564456468278551,-0.9463032182924345,1,16,10,0,0
3,-0.7977190561447416,-0.10399509489169484,0.7960299326115032,0.33749723113344626,-0.4663384832932745,-1.0260900290857968,0.38335571578028405,0.5435362604669025,-1.6684007286550624,-1.0047602987404478,1,16,10,0,0
8,-0.6256113849161031,-0.07642846934054974,0.5804399896816032,-0.789371654120133,-0.4663384832932745,-0.5338424737555992,-0.48200707379146185,-0.9991399754845693,1.0564456468278551,-0.7124748965003826,1,13,12,0,0
3,-0.28139604245882477,-0.02129521823825954,-0.42564641065793285,0.4431411891259694,-0.4663384832932745,-0.2261877516742257,1.0323778079590942,0.5435362604669025,0.488769318602247,0.8074091951479563,1,13,12,0,0
3,0.06281929999845359,-0.007511905462687015,0.5804399896816032,0.4431411891259694,-0.04431270655727959,0.8813692478187185,0.8160371105661576,0.5435362604669025,0.488769318602247,-1.2385886205324999,0,8,3,0,1
14,-0.45350371368746323,-0.04886184378940466,-0.42564641065793285,0.4431411891259694,-0.3256632243812762,-0.4107805849230499,0.8160371105661576,0.5435362604669025,0.488769318602247,-1.0047602987404478,1,1,2,0,0
12,-0.45350371368746323,-0.04886184378940466,0.5804399896816032,0.4431411891259694,0.237037811266717,-0.4723115293393245,1.0323778079590942,0.5435362604669025,0.488769318602247,1.9765508041082167,1,6,5,0,0
3,0.06281929999845359,-0.007511905462687015,0.5804399896816032,0.30228257846927187,0.659063588002712,0.08146697040714773,-0.9146884685773349,0.5435362604669025,0.8293751155376127,1.3335229191800737,0,1,2,0,0
14,0.40703464245573195,0.006271407312885546,0.5804399896816032,0.4431411891259694,-0.04431270655727959,0.5121835813210703,-1.5637105607561446,0.5435362604669025,0.2616987873120045,0.1643813102198127,0,1,2,0,0
12,-0.6256113849161031,-0.0902117821161223,0.5804399896816032,0.4431411891259694,-0.3256632243812762,-0.6569043625881487,1.0323778079590942,-0.9991399754845693,0.488769318602247,0.8074091951479563,1,13,12,0,0
18,-0.6256113849161031,-0.06264515656497718,0.7960299326115032,0.4431411891259694,-0.4663384832932745,-0.9030281402532473,0.38335571578028405,0.5435362604669025,0.2616987873120045,-0.24481825291627857,1,13,12,0,0
3,-0.10928837123018637,-0.0350785310138321,0.5804399896816032,0.4431411891259694,-0.4663384832932745,0.5121835813210703,0.5996964131732208,0.5435362604669025,-1.6684007286550624,-0.7124748965003826,1,16,10,0,0
14,0.06281929999845359,-0.0350785310138321,0.5804399896816032,0.26706792580509753,-0.4663384832932745,1.0659620810675425,-0.48200707379146185,-0.9991399754845693,-1.1007244004294543,-0.6540178160523693,0,1,2,0,0
17,-0.10928837123018637,-0.04886184378940466,-0.42564641065793285,0.4431411891259694,0.7997388469147105,0.6967764145698946,0.38335571578028405,0.5435362604669025,-1.6684007286550624,-1.2385886205324999,1,8,3,0,1
3,0.06281929999845359,-0.02129521823825954,0.5804399896816032,0.7952877157677123,0.659063588002712,0.942900192234993,0.38335571578028405,0.5435362604669025,-1.7819359943001856,-1.0047602987404478,0,8,3,0,1
18,-0.10928837123018637,-0.04886184378940466,0.5804399896816032,0.4431411891259694,0.237037811266717,-0.10312586284167649,2.3304219923167127,-1.5133653874683926,-1.44133019736482,1.9765508041082167,1,11,9,0,0
3,-0.28139604245882477,-0.06264515656497718,-0.42564641065793285,0.7952877157677123,-0.7476890011172712,-0.5338424737555992,1.0323778079590942,-0.9991399754845693,-1.6684007286550624,1.3335229191800737,1,14,7,0,0
17,-0.45350371368746323,-0.07642846934054974,0.5804399896816032,-0.789371654120133,-0.4663384832932745,-0.5338424737555992,1.0323778079590942,0.5435362604669025,0.488769318602247,0.1643813102198127,1,14,7,0,0
12,-0.9698267273733815,-0.10399509489169484,0.5804399896816032,0.5135704944543181,-0.7476890011172712,-1.0260900290857968,1.0323778079590942,0.5435362604669025,-1.1007244004294543,0.8074091951479563,1,11,9,0,0
14,-0.45350371368746323,-0.07642846934054974,-0.42564641065793285,0.4431411891259694,-0.4663384832932745,-0.779966251420698,0.16701501838734784,0.5435362604669025,-1.6684007286550624,-0.24481825291627857,1,6,5,0,0
3,-0.45350371368746323,-0.0902117821161223,0.5804399896816032,0.4431411891259694,-1.3103900367652643,-0.7184353070044234,-1.9963919555420175,-0.484914563500745,-1.1007244004294543,-0.8878461378444217,1,9,11,0,0
7,0.06281929999845359,-0.0350785310138321,0.5804399896816032,0.47835584179014373,0.7997388469147105,0.4506526369047956,-0.26566637639852514,0.5435362604669025,-1.6684007286550624,-0.8293890573964088,0,9,11,0,0
14,-0.28139604245882477,-0.0902117821161223,0.7960299326115032,0.4431411891259694,-0.6070137422052728,-0.8414971958369727,-1.5637105607561446,0.5435362604669025,-0.6465833378489694,0.1643813102198127,1,9,11,0,0
14,-0.45350371368746323,-0.07642846934054974,0.5804399896816032,-0.789371654120133,-0.4663384832932745,-0.8414971958369727,-1.1310291659702716,0.5435362604669025,0.1481635216668833,0.8074091951479563,1,9,11,0,0
3,-1.14193439860202,-0.0902117821161223,0.5804399896816032,-3.0078947719631164,-0.7476890011172712,-1.0260900290857968,1.0323778079590942,-0.484914563500745,-0.6465833378489694,-0.24481825291627857,2,13,12,0,0
3,-0.6256113849161031,-0.04886184378940466,-0.42564641065793285,0.4431411891259694,-1.1697147778532662,-0.5338424737555992,-1.1310291659702716,-0.9991399754845693,-0.41951280655872486,-0.7124748965003826,1,13,12,0,0
14,-0.28139604245882477,-0.02129521823825954,-0.42564641065793285,0.4431411891259694,-0.4663384832932745,0.6967764145698946,1.0323778079590942,-0.9991399754845693,-0.6465833378489694,-0.6540178160523693,1,13,12,0,0
3,-0.9698267273733815,-0.06264515656497718,-0.42564641065793285,0.4431411891259694,-0.6070137422052728,-1.0260900290857968,-0.0493256790055889,1.0577616724507268,-0.6465833378489694,-1.2385886205324999,1,13,12,0,0
3,-0.9698267273733815,-0.07642846934054974,0.7960299326115032,0.4431411891259694,-1.1697147778532662,-1.0260900290857968,0.8160371105661576,0.5435362604669025,0.1481635216668833,-1.0047602987404478,1,13,12,0,0
14,-0.7977190561447416,-0.06264515656497718,0.7960299326115032,-0.789371654120133,-0.6070137422052728,-0.4723115293393245,0.8160371105661576,1.0577616724507268,-0.41951280655872486,1.9765508041082167,1,13,12,0,0
3,-0.6256113849161031,-0.04886184378940466,-0.6172819154845103,0.4431411891259694,-0.6070137422052728,-0.5338424737555992,0.16701501838734784,0.5435362604669025,-0.6465833378489694,1.3335229191800737,1,16,10,0,0
14,0.06281929999845359,-0.0350785310138321,-0.42564641065793285,0.4431411891259694,-0.7476890011172712,0.4506526369047956,0.5996964131732208,-0.484914563500745,0.03462825602176207,0.1643813102198127,0,3,0,0,0
3,2.1281113547421224,0.06140465841517575,-0.2100564677280319,0.4431411891259694,0.09636255235471886,1.1274930254838176,0.38335571578028405,0.029310848483078158,0.1481635216668833,0.8074091951479563,0,5,6,0,1
3,1.2675729985989272,0.06140465841517575,-0.42564641065793285,-0.789371654120133,0.5183883290907139,1.0659620810675425,-1.3473698633632079,0.5435362604669025,-0.5330480722038461,-0.24481825291627857,0,5,6,0,1
3,0.23492697122709202,0.006271407312885546,-0.18610202962471015,0.4431411891259694,-0.4663384832932745,3.4656689133022547,-0.0493256790055889,0.5435362604669025,-0.6465833378489694,-0.7124748965003826,0,17,7,0,0
3,0.06281929999845359,-0.007511905462687015,-0.6891452297944772,0.4431411891259694,-0.4663384832932745,0.6967764145698946,-0.26566637639852514,-0.484914563500745,-0.6465833378489694,-0.6540178160523693,0,17,7,0,0
1,-0.28139604245882477,-0.04886184378940466,0.29298673244173523,0.4431411891259694,-1.1697147778532662,-0.10312586284167649,-0.48200707379146185,-0.9991399754845693,-0.6465833378489694,-0.6540178160523693,1,2,4,0,0
12,-0.6256113849161031,-0.06264515656497718,-0.42564641065793285,0.4431411891259694,-0.4663384832932745,-0.4723115293393245,0.8160371105661576,-1.5133653874683926,-0.41951280655872486,-1.2385886205324999,1,11,9,0,0
3,-0.28139604245882477,-0.0902117821161223,0.7960299326115032,-0.789371654120133,-0.4663384832932745,-0.5338424737555992,0.5996964131732208,0.5435362604669025,0.37523405295712575,-1.0047602987404478,1,13,12,0,0
3,0.40703464245573195,-0.02129521823825954,-0.5454186011745442,-2.831821508642245,-0.4663384832932745,-0.779966251420698,1.0323778079590942,-0.9991399754845693,-1.895471259945307,1.9765508041082167,0,8,3,0,1
12,-0.28139604245882477,-0.02129521823825954,-1.3838239347908237,-2.3740310240079783,-0.04431270655727959,-0.8414971958369727,0.8160371105661576,-0.9991399754845693,1.2835161781180997,1.3335229191800737,1,16,10,0,0
11,0.40703464245573195,0.006271407312885546,-1.359869496687501,-1.9514551920378862,1.2217646236507056,-0.5953734181718738,1.6813999001379034,-0.9991399754845693,-1.895471259945307,0.1643813102198127,0,13,10,0,0
3,0.23492697122709202,0.006271407312885546,-0.6172819154845103,-1.6697379707244915,1.6437904003867003,-0.16465680725795123,1.0323778079590942,-0.9991399754845693,0.2616987873120045,0.8074091951479563,0,0,3,0,1
7,0.5791423136843704,0.006271407312885546,-0.16214759152138755,-2.3388163713438037,1.6437904003867003,0.3275907480722464,-0.6983477711843986,-0.9991399754845693,0.6023045842473702,-0.24481825291627857,0,11,9,0,0
3,-0.28139604245882477,-0.04886184378940466,-0.35378309634796584,-0.789371654120133,1.0810893647387072,0.942900192234993,0.38335571578028405,-0.9991399754845693,-0.6465833378489694,-0.7124748965003826,1,13,12,0,0
3,-0.28139604245882477,-0.02129521823825954,-0.4496008487612546,-2.690962897985547,0.9404141058267086,-0.2261877516742257,0.5996964131732208,0.029310848483078158,1.510586709408342,-0.6540178160523693,1,13,12,0,0
3,0.7512499849130088,-0.007511905462687015,1.3230275708845929,0.9713609790885842,0.7997388469147105,1.004431136651268,-0.48200707379146185,1.57198708443455,0.7158398498924915,-0.6540178160523693,0,1,1,0,0
3,1.0954653273702872,0.06140465841517575,0.9876654374380816,-0.789371654120133,0.37771307017871547,-0.8414971958369727,1.0323778079590942,-0.9991399754845693,0.942910381182734,-0.42018949426031754,0,1,1,0,0
14,0.06281929999845359,-0.02129521823825954,-0.3777375344512876,0.9361463264244099,0.37771307017871547,-0.4107805849230499,0.8160371105661576,-1.5133653874683926,1.2835161781180997,0.28129547111583886,0,1,1,0,0
3,0.06281929999845359,-0.02129521823825954,-0.6172819154845103,0.5135704944543181,0.37771307017871547,-1.0260900290857968,0.16701501838734784,-0.9991399754845693,1.0564456468278551,0.8658662755959691,0,1,1,0,0
3,-1.3140420698306583,-0.02129521823825954,-0.5214641630712216,0.407926536461795,0.9404141058267086,-0.8414971958369727,-1.1310291659702716,0.029310848483078158,0.488769318602247,-0.24481825291627857,2,6,5,0,0
12,-0.9698267273733815,-0.07642846934054974,-0.2100564677280319,0.4431411891259694,0.37771307017871547,0.3891216924885212,0.8160371105661576,1.57198708443455,0.6023045842473702,-0.4786465747083304,1,6,5,0,0
3,-0.45350371368746323,-0.06264515656497718,-1.0484618013443112,0.4431411891259694,1.6437904003867003,2.296580969393036,2.979444084495523,-0.484914563500745,0.37523405295712575,0.22283839066782601,1,14,7,0,0
14,-0.28139604245882477,-0.0350785310138321,-0.42564641065793285,-0.789371654120133,1.362439882562704,0.3275907480722464,0.16701501838734784,2.086212496418374,0.6023045842473702,0.8074091951479563,1,8,3,0,1
3,-1.6582574122879368,-0.0902117821161223,-1.2400973061708895,0.4431411891259694,0.9404141058267086,-0.28771869609050044,1.0323778079590942,1.57198708443455,0.37523405295712575,0.573580873355904,2,6,5,0,0
12,-1.14193439860202,-0.07642846934054974,-1.1921884299642453,0.4431411891259694,-0.18498796546927773,0.3891216924885212,0.16701501838734784,0.5435362604669025,-1.6684007286550624,2.5026645281403344,2,12,8,0,0
8,-0.9698267273733815,-0.06264515656497718,-0.35378309634796584,0.4431411891259694,-0.3256632243812762,-0.04159491842540175,1.0323778079590942,2.6004379084021974,1.0564456468278551,-0.06944701157223909,1,14,7,0,0
3,-0.6256113849161031,-0.06264515656497718,-0.569373039277866,0.5487851471184925,-0.3256632243812762,0.4506526369047956,0.5996964131732208,-2.5418162114360405,1.0564456468278551,1.9765508041082167,1,14,7,0,0
3,-0.9698267273733815,-0.07642846934054974,-0.569373039277866,0.4431411891259694,1.2217646236507056,2.111988136144212,0.8160371105661576,-3.5702670354036887,-1.1007244004294543,1.5673512409721249,1,14,7,0,0
12,-0.10928837123018637,-0.04886184378940466,-0.569373039277866,0.4431411891259694,-0.18498796546927773,0.20452885923969694,0.16701501838734784,0.029310848483078158,-0.6465833378489694,0.45666671245987783,1,12,8,0,0
17,0.23492697122709202,-0.0350785310138321,0.7481210564048588,-0.789371654120133,1.362439882562704,1.0659620810675425,0.8160371105661576,0.5435362604669025,-1.2142596660745775,-0.3032753333642914,0,1,1,0,0
14,0.9233576561416488,0.06140465841517575,1.4188453232978826,0.4431411891259694,-0.04431270655727959,5.311597245790495,0.8160371105661576,-0.484914563500745,-1.6684007286550624,-0.7124748965003826,0,1,1,0,0
8,-0.10928837123018637,-0.04886184378940466,0.5564855515782805,0.4431411891259694,-0.3256632243812762,-0.8414971958369727,-1.1310291659702716,0.5435362604669025,1.0564456468278551,-0.7709319769483954,1,14,7,0,0
3,-0.10928837123018637,-0.04886184378940466,0.7241666183015363,0.4431411891259694,-0.18498796546927773,0.20452885923969694,-1.1310291659702716,-0.9991399754845693,0.8293751155376127,-0.3617324138123042,1,14,7,0,0
3,-0.9698267273733815,-0.07642846934054974,0.3408956086483804,0.4431411891259694,-0.3256632243812762,-0.5338424737555992,0.8160371105661576,-2.5418162114360405,0.7158398498924915,-0.18636117246826525,1,14,7,0,0
3,-0.7977190561447416,-0.06264515656497718,0.24507785623509085,-0.04986394817247148,1.362439882562704,1.435147747565191,-1.1310291659702716,0.5435362604669025,1.0564456468278551,-1.3555027814285256,1,14,7,0,0
10,0.7512499849130088,0.06140465841517575,-0.569373039277866,0.4431411891259694,0.7997388469147105,1.4966786919814654,-1.3473698633632079,0.5435362604669025,0.488769318602247,-0.9463032182924345,0,1,1,0,0
17,0.7512499849130088,0.020054720088458107,1.7781618948477165,0.4431411891259694,0.09636255235471886,0.4506526369047956,-1.1310291659702716,-2.5418162114360405,1.1699809124729783,-1.0047602987404478,0,1,1,0,0
3,0.23492697122709202,-0.02129521823825954,1.1313920660580146,0.4431411891259694,0.659063588002712,-0.2261877516742257,0.8160371105661576,0.5435362604669025,-1.6684007286550624,-0.7124748965003826,0,14,7,0,0
14,0.23492697122709202,-0.007511905462687015,-0.569373039277866,-1.9866698447020605,0.09636255235471886,0.2660598036559717,-1.1310291659702716,-0.9991399754845693,0.488769318602247,0.8074091951479563,0,3,0,0,0
17,0.06281929999845359,-0.0350785310138321,-0.569373039277866,0.4431411891259694,-0.18498796546927773,0.20452885923969694,-1.1310291659702716,0.5435362604669025,0.488769318602247,-1.2385886205324999,0,17,7,0,0
